ResumeID,Age,EducationLevel,FieldOfStudy,Domain,JobAppliedFor,SkillsListed,JobPostingSkillsRequired,ExperienceYears,Certifications,Shortlisted,Hired,AI_MatchScore,TopSkillGap,ResumeStyle,GenZ_Trait_Tags
R348,26,Master's,Business,Technology,Frontend Developer,"GitHub, CSS, React, HTML","HTML, CSS, JavaScript, React, Tailwind, GitHub",2.0,"Google UX Cert, Google Data Analytics",1,1,84,JavaScript,ATS-friendly,"Remote-ready, Side Hustler"
R349,22,Master's,Finance,Healthcare,Clinical Researcher,"Excel, JavaScript, GitHub","SQL, GitHub, JavaScript, Excel, Medical Writing",2.5,"None, Google UX Cert",1,1,73,SQL,Visual,"Data-curious, Curious"
R350,24,Bachelor's,Design,Healthcare,Clinical Researcher,"Webflow, Medical Writing, Photoshop, Python, Literature Review","Photoshop, Python, Literature Review, Medical Writing, Webflow",2.8,"Google Data Analytics, None",1,1,94,None,ATS-friendly,"Trend-savvy, Fast Learner"
R351,22,Master's,Design,Technology,Backend Developer,"Tailwind, Python, Illustrator","Python, Tableau, Illustrator, Tailwind, CSS",0.9,"Coursera SQL, Google UX Cert",1,0,74,Tableau,ATS-friendly,"Side Hustler, Data-curious"
R352,21,Bachelor's,Finance,Business,Sales Associate,"Literature Review, Google Ads","Finance Modelling, Python, Google Ads, Literature Review, PubMed",1.3,"Meta Ads, Google UX Cert",0,0,65,PubMed,ATS-friendly,"Remote-ready, Digital Native"
R353,23,Master's,Finance,Healthcare,Pharma Sales Rep,"SEO, Figma, React, SQL, Python","SEO, Python, React, SQL, Figma",1.6,"Meta Ads, Coursera SQL",0,1,93,None,ATS-friendly,"Fast Learner, Curious"
R354,23,Bachelor's,Computer Science,Design,Visual Designer,"Illustrator, Webflow","Figma, Photoshop, Illustrator, Webflow, Canva",0.9,"Meta Ads, None",1,1,71,Figma,Minimalist,"Multi-tasker, Remote-ready"
R355,24,Master's,Finance,Business,Business Analyst,"Tailwind, Figma, Python, Photoshop","Research, Tailwind, Python, Photoshop, Figma",0.6,"Google UX Cert, Google Data Analytics",1,0,68,Research,ATS-friendly,"Multi-tasker, Fast Learner"
R356,24,Master's,Life Sciences,Healthcare,Clinical Researcher,"JavaScript, GitHub, PubMed","Illustrator, PubMed, Clinical Trials, JavaScript, GitHub",2.4,"Coursera SQL, Google UX Cert",1,1,84,Illustrator,Infographic,"Data-curious, Remote-ready"
R357,21,Master's,Life Sciences,Technology,Frontend Developer,"JavaScript, React, GitHub, CSS, Tailwind, HTML","HTML, CSS, JavaScript, React, Tailwind, GitHub",0.7,"None, Meta Ads",0,0,77,None,ATS-friendly,"Fast Learner, Curious"
R358,25,Bachelor's,Business,Finance,Financial Analyst,"Finance Modelling, Tableau","Excel, SQL, Tableau, Finance Modelling, Python",2.2,"Meta Ads, Coursera SQL",1,0,80,SQL,Minimalist,"Multi-tasker, Fast Learner"
R359,21,Bachelor's,Business,Business,Marketing Analyst,"SQL, Canva","Excel, Google Ads, SQL, Canva, SEO",0.9,"None, Google UX Cert",1,0,72,SEO,Minimalist,"Side Hustler, Fast Learner"
R360,22,Master's,Life Sciences,Technology,Data Analyst,"HTML, GitHub, Python","Google Ads, HTML, GitHub, Python, SEO",2.2,"Meta Ads, Coursera SQL",0,0,79,SEO,Visual,"Curious, Trend-savvy"
R361,25,Master's,Life Sciences,Technology,Backend Developer,"Illustrator, Research","Excel, Illustrator, Research, Medical Writing, Python",1.7,"Meta Ads, Google UX Cert",1,1,64,Excel,Visual,"Fast Learner, Digital Native"
R362,25,Master's,Business,Business,Sales Associate,"Excel, Literature Review, Illustrator","Literature Review, Excel, Illustrator, Finance Modelling, Webflow",1.3,"Google UX Cert, Coursera SQL",0,1,60,Webflow,ATS-friendly,"Curious, Side Hustler"
R363,26,Master's,Design,Design,Product Designer,"SEO, Webflow, Illustrator, Medical Writing, Excel","Webflow, SEO, Excel, Medical Writing, Illustrator",1.2,"None, Google Data Analytics",0,1,89,None,Minimalist,"Trend-savvy, Curious"
R364,23,Bachelor's,Life Sciences,Healthcare,Medical Writer,"Clinical Trials, Research, Medical Writing, PubMed","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",2.7,"Meta Ads, Google UX Cert",0,1,85,Literature Review,Infographic,"Side Hustler, Digital Native"
R365,24,Bachelor's,Finance,Business,Business Analyst,"Illustrator, HTML, React, GitHub","React, GitHub, HTML, Canva, Illustrator",2.1,"None, Google Data Analytics",1,0,77,Canva,Minimalist,"Fast Learner, Side Hustler"
R366,23,Master's,Business,Design,Visual Designer,"Photoshop, Canva, Webflow, Figma, Illustrator","Figma, Photoshop, Illustrator, Webflow, Canva",2.7,"Coursera SQL, Google UX Cert",1,0,88,None,Infographic,"Side Hustler, Curious"
R367,21,Bachelor's,Life Sciences,Healthcare,Medical Writer,"Clinical Trials, PubMed, Medical Writing","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",1.0,"Google Data Analytics, None",0,1,59,Literature Review,ATS-friendly,"Curious, Remote-ready"
R368,26,Master's,Computer Science,Design,UX Designer,"HTML, Tableau","Tableau, SQL, Literature Review, CSS, HTML",1.8,"Coursera SQL, Google UX Cert",1,1,76,SQL,ATS-friendly,"Side Hustler, Data-curious"
R369,22,Master's,Life Sciences,Technology,Data Analyst,"Canva, Finance Modelling, Excel","Finance Modelling, Tableau, Excel, Canva, Webflow",1.2,"Google Data Analytics, Meta Ads",1,0,54,Webflow,Infographic,"Curious, Side Hustler"
R370,26,Master's,Finance,Business,Marketing Analyst,"SEO, Google Ads","Excel, Google Ads, SQL, Canva, SEO",1.7,"Google UX Cert, Meta Ads",0,1,75,SQL,ATS-friendly,"Curious, Multi-tasker"
R371,25,Bachelor's,Finance,Business,Sales Associate,"Google Ads, React","Google Ads, Canva, SQL, React, Webflow",1.7,"None, Google Data Analytics",1,0,85,Webflow,Visual,"Fast Learner, Multi-tasker"
R372,26,Master's,Design,Design,UX Designer,"Literature Review, Medical Writing, Clinical Trials, HTML","Clinical Trials, Canva, Medical Writing, Literature Review, HTML",1.5,"Google UX Cert, Meta Ads",1,1,76,Canva,Infographic,"Curious, Remote-ready"
R373,22,Bachelor's,Business,Business,Business Analyst,"Photoshop, Webflow, JavaScript","Clinical Trials, Photoshop, Webflow, React, JavaScript",2.7,"Coursera SQL, Meta Ads",0,0,75,React,ATS-friendly,"Fast Learner, Digital Native"
R374,23,Master's,Computer Science,Design,Product Designer,"Literature Review, JavaScript","SQL, Clinical Trials, Literature Review, SQL, JavaScript",2.8,"Meta Ads, Coursera SQL",1,1,60,SQL,Infographic,"Multi-tasker, Side Hustler"
R375,25,Master's,Business,Healthcare,Pharma Sales Rep,"Literature Review, SEO, React, PubMed","React, SEO, PubMed, Google Ads, Literature Review",3.0,"Google UX Cert, None",0,0,58,Google Ads,Minimalist,"Remote-ready, Curious"
R376,26,Master's,Business,Finance,Investment Associate,"Photoshop, PubMed, Canva, Illustrator, Excel","Excel, Canva, Photoshop, Illustrator, PubMed",1.2,"Meta Ads, Google UX Cert",0,1,85,None,ATS-friendly,"Fast Learner, Digital Native"
R377,23,Master's,Design,Design,Visual Designer,"Figma, Canva, Illustrator, Webflow, Photoshop","Figma, Photoshop, Illustrator, Webflow, Canva",1.3,"Coursera SQL, Meta Ads",0,1,65,None,Minimalist,"Multi-tasker, Curious"
R378,25,Bachelor's,Finance,Finance,Financial Analyst,"Excel, Python, Tableau","Excel, SQL, Tableau, Finance Modelling, Python",1.9,"Meta Ads, Google UX Cert",0,0,60,SQL,Minimalist,"Data-curious, Fast Learner"
R379,26,Bachelor's,Computer Science,Technology,Backend Developer,"Tailwind, SQL, React, Excel","React, Tailwind, SQL, Canva, Excel",2.7,"Google Data Analytics, Coursera SQL",1,1,61,Canva,Minimalist,"Multi-tasker, Fast Learner"
R380,22,Bachelor's,Design,Business,Marketing Analyst,"Canva, SEO, Google Ads","Excel, Google Ads, SQL, Canva, SEO",2.8,"None, Meta Ads",1,1,87,SQL,Infographic,"Multi-tasker, Remote-ready"
R381,26,Bachelor's,Life Sciences,Design,UX Designer,"Figma, Clinical Trials","PubMed, Excel, Clinical Trials, Figma, Research",3.0,"Google Data Analytics, Coursera SQL",1,0,61,PubMed,Visual,"Curious, Remote-ready"
R382,21,Master's,Finance,Finance,Financial Analyst,"SQL, Finance Modelling, Excel, Tableau, Python","Excel, SQL, Tableau, Finance Modelling, Python",1.2,"Google UX Cert, Meta Ads",1,1,86,None,Infographic,"Side Hustler, Fast Learner"
R383,24,Bachelor's,Design,Business,Business Analyst,"Photoshop, CSS, JavaScript, Excel","JavaScript, Excel, Photoshop, Finance Modelling, CSS",1.0,"Meta Ads, Google UX Cert",0,0,61,Finance Modelling,Minimalist,"Curious, Data-curious"
R384,23,Master's,Business,Design,Visual Designer,"Figma, Photoshop","Figma, Photoshop, Illustrator, Webflow, Canva",2.2,"Google UX Cert, None",1,1,58,Webflow,Minimalist,"Remote-ready, Curious"
R385,23,Bachelor's,Finance,Technology,DevOps Engineer,"Tableau, Finance Modelling","PubMed, Research, Finance Modelling, Medical Writing, Tableau",0.9,"Google Data Analytics, Meta Ads",1,0,84,PubMed,ATS-friendly,"Curious, Fast Learner"
R386,24,Master's,Business,Design,Visual Designer,"Figma, Illustrator, Canva","Figma, Photoshop, Illustrator, Webflow, Canva",2.6,"None, Google UX Cert",1,1,85,Webflow,Visual,"Side Hustler, Remote-ready"
R387,24,Bachelor's,Computer Science,Design,UX Designer,"PubMed, Medical Writing","PubMed, Medical Writing, Google Ads, Tailwind, Illustrator",0.8,"Coursera SQL, Google UX Cert",1,1,65,Illustrator,Infographic,"Trend-savvy, Digital Native"
R388,23,Bachelor's,Finance,Finance,Risk Analyst,"JavaScript, SEO, PubMed, Google Ads","Google Ads, Illustrator, PubMed, SEO, JavaScript",2.6,"Coursera SQL, Meta Ads",0,1,75,Illustrator,Minimalist,"Multi-tasker, Digital Native"
R389,22,Master's,Business,Finance,Financial Analyst,"Tableau, Excel, SQL, Finance Modelling","Excel, SQL, Tableau, Finance Modelling, Python",3.0,"Google UX Cert, Google Data Analytics",0,1,89,Python,Minimalist,"Data-curious, Fast Learner"
R390,24,Bachelor's,Business,Finance,Financial Analyst,"Tableau, SQL","Excel, SQL, Tableau, Finance Modelling, Python",1.1,"None, Google Data Analytics",1,1,70,Finance Modelling,ATS-friendly,"Curious, Fast Learner"
R391,23,Bachelor's,Business,Business,Sales Associate,"Excel, Photoshop, HTML, GitHub","Tailwind, Photoshop, GitHub, HTML, Excel",2.8,"None, Google UX Cert",0,1,89,Tailwind,Infographic,"Side Hustler, Multi-tasker"
R392,26,Master's,Design,Design,Visual Designer,"Canva, Photoshop","Figma, Photoshop, Illustrator, Webflow, Canva",2.7,"Google Data Analytics, Coursera SQL",1,1,73,Figma,ATS-friendly,"Data-curious, Remote-ready"
R393,25,Bachelor's,Computer Science,Finance,Investment Associate,"Python, Excel, Medical Writing","Excel, Medical Writing, HTML, Python, Figma",2.2,"None, Coursera SQL",0,0,54,Figma,Visual,"Curious, Remote-ready"
R394,23,Master's,Business,Design,Visual Designer,"Canva, Photoshop","Figma, Photoshop, Illustrator, Webflow, Canva",2.7,"Google UX Cert, Coursera SQL",1,1,61,Figma,Infographic,"Multi-tasker, Remote-ready"
R395,21,Master's,Business,Design,Visual Designer,"Figma, Canva, Webflow","Figma, Photoshop, Illustrator, Webflow, Canva",0.5,"Meta Ads, None",1,1,56,Illustrator,ATS-friendly,"Fast Learner, Side Hustler"
R396,21,Master's,Finance,Healthcare,Pharma Sales Rep,"Figma, SEO, Clinical Trials, CSS, React","CSS, Figma, Clinical Trials, SEO, React",1.9,"Meta Ads, Google UX Cert",1,1,62,None,ATS-friendly,"Side Hustler, Data-curious"
R397,21,Master's,Life Sciences,Design,UX Designer,"Clinical Trials, Literature Review, SQL, JavaScript","Clinical Trials, JavaScript, Excel, SQL, Literature Review",0.8,"Coursera SQL, Google Data Analytics",0,0,63,Excel,Visual,"Data-curious, Fast Learner"
R398,25,Bachelor's,Design,Healthcare,Medical Writer,"PubMed, Research, Medical Writing, Clinical Trials","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",1.0,"Google UX Cert, None",1,1,73,Literature Review,Minimalist,"Digital Native, Multi-tasker"
R399,24,Master's,Life Sciences,Healthcare,Clinical Researcher,"Medical Writing, CSS","Excel, Medical Writing, SQL, CSS, Tableau",2.4,"Google UX Cert, Coursera SQL",1,1,52,SQL,Visual,"Digital Native, Data-curious"
R400,24,Bachelor's,Design,Business,Sales Associate,"Python, Finance Modelling, Figma, React","Figma, Finance Modelling, React, Literature Review, Python",1.5,"None, Google Data Analytics",1,1,90,Literature Review,Infographic,"Data-curious, Trend-savvy"
R401,26,Bachelor's,Life Sciences,Design,Visual Designer,"Canva, Illustrator, Photoshop, Webflow, Figma","Figma, Photoshop, Illustrator, Webflow, Canva",1.7,"Meta Ads, Coursera SQL",1,0,71,None,Visual,"Digital Native, Curious"
R402,21,Master's,Finance,Healthcare,Medical Writer,"Research, PubMed, Clinical Trials, Medical Writing, Literature Review","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",0.6,"Meta Ads, Coursera SQL",0,0,60,None,ATS-friendly,"Curious, Side Hustler"
R403,22,Master's,Design,Business,Marketing Analyst,"Excel, Google Ads, Canva","Excel, Google Ads, SQL, Canva, SEO",2.8,"None, Google Data Analytics",0,0,76,SQL,Infographic,"Trend-savvy, Curious"
R404,23,Bachelor's,Life Sciences,Healthcare,Clinical Researcher,"Illustrator, Literature Review, SQL, Canva, Google Ads","Google Ads, SQL, Literature Review, Canva, Illustrator",1.5,"Meta Ads, None",0,1,72,None,Visual,"Side Hustler, Trend-savvy"
R405,25,Master's,Life Sciences,Healthcare,Medical Writer,"Literature Review, PubMed, Medical Writing, Research","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",1.9,"Google Data Analytics, Meta Ads",1,0,88,Clinical Trials,ATS-friendly,"Trend-savvy, Fast Learner"
R406,22,Bachelor's,Business,Healthcare,Medical Writer,"Clinical Trials, Literature Review","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",1.6,"Google Data Analytics, Coursera SQL",1,0,75,PubMed,Minimalist,"Trend-savvy, Curious"
R407,25,Bachelor's,Life Sciences,Business,Business Analyst,"Excel, Tableau","Tableau, Excel, Excel, SEO, Tailwind",2.0,"Meta Ads, None",0,1,80,SEO,ATS-friendly,"Remote-ready, Side Hustler"
R408,26,Bachelor's,Finance,Technology,DevOps Engineer,"Illustrator, SEO, PubMed, React, Photoshop","Photoshop, SEO, React, PubMed, Illustrator",2.0,"Meta Ads, Google Data Analytics",1,0,60,None,Infographic,"Trend-savvy, Digital Native"
R409,26,Bachelor's,Life Sciences,Finance,Risk Analyst,"PubMed, Literature Review, Google Ads","Literature Review, PubMed, Photoshop, Webflow, Google Ads",2.8,"None, Google UX Cert",0,0,70,Webflow,Visual,"Fast Learner, Trend-savvy"
R410,25,Master's,Business,Healthcare,Medical Writer,"PubMed, Clinical Trials","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",0.6,"None, Google Data Analytics",1,0,60,Literature Review,ATS-friendly,"Remote-ready, Curious"
R411,22,Bachelor's,Computer Science,Healthcare,Medical Writer,"Medical Writing, Literature Review","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",2.1,"None, Google UX Cert",1,1,73,PubMed,Minimalist,"Curious, Multi-tasker"
R412,22,Bachelor's,Finance,Technology,Frontend Developer,"HTML, CSS, GitHub, React, Tailwind","HTML, CSS, JavaScript, React, Tailwind, GitHub",2.4,"None, Coursera SQL",0,1,86,JavaScript,Minimalist,"Data-curious, Side Hustler"
R413,26,Bachelor's,Design,Healthcare,Medical Writer,"Research, PubMed, Medical Writing","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",2.2,"Google Data Analytics, None",0,1,61,Literature Review,Infographic,"Trend-savvy, Side Hustler"
R414,22,Master's,Business,Business,Marketing Analyst,"SQL, Google Ads, SEO, Canva","Excel, Google Ads, SQL, Canva, SEO",0.7,"Coursera SQL, None",1,1,87,Excel,Infographic,"Side Hustler, Data-curious"
R415,24,Bachelor's,Design,Technology,Frontend Developer,"GitHub, HTML","HTML, CSS, JavaScript, React, Tailwind, GitHub",1.1,"Google Data Analytics, None",1,0,57,JavaScript,ATS-friendly,"Trend-savvy, Remote-ready"
R416,21,Bachelor's,Finance,Healthcare,Pharma Sales Rep,"Literature Review, Photoshop, Webflow, Finance Modelling","Literature Review, SQL, Webflow, Photoshop, Finance Modelling",2.4,"Google UX Cert, Google Data Analytics",0,0,78,SQL,Minimalist,"Digital Native, Data-curious"
R417,21,Bachelor's,Life Sciences,Finance,Financial Analyst,"Finance Modelling, Python, Excel, Tableau, SQL","Excel, SQL, Tableau, Finance Modelling, Python",1.4,"Meta Ads, Coursera SQL",1,0,66,None,ATS-friendly,"Remote-ready, Curious"
R418,26,Master's,Computer Science,Finance,Financial Analyst,"Tableau, Excel","Excel, SQL, Tableau, Finance Modelling, Python",1.7,"None, Meta Ads",0,1,86,SQL,Visual,"Digital Native, Curious"
R419,25,Bachelor's,Life Sciences,Design,Visual Designer,"Photoshop, Canva, Illustrator, Figma, Webflow","Figma, Photoshop, Illustrator, Webflow, Canva",2.8,"None, Google UX Cert",1,0,81,None,Visual,"Side Hustler, Fast Learner"
R420,26,Master's,Business,Business,Business Analyst,"Illustrator, SEO, Finance Modelling","SEO, Finance Modelling, Excel, Illustrator, Research",2.9,"Google Data Analytics, None",0,0,56,Excel,ATS-friendly,"Side Hustler, Curious"
R421,24,Bachelor's,Business,Technology,DevOps Engineer,"React, HTML","Webflow, JavaScript, HTML, Canva, React",2.4,"None, Coursera SQL",0,0,75,Webflow,Visual,"Data-curious, Side Hustler"
R422,21,Bachelor's,Business,Technology,Frontend Developer,"Tailwind, JavaScript, HTML, React, CSS, GitHub","HTML, CSS, JavaScript, React, Tailwind, GitHub",2.6,"Google UX Cert, Meta Ads",1,0,73,None,Infographic,"Multi-tasker, Curious"
R423,24,Bachelor's,Design,Technology,Backend Developer,"Webflow, SQL","Figma, SQL, Webflow, Literature Review, PubMed",2.6,"Google Data Analytics, Google UX Cert",1,0,63,PubMed,Infographic,"Digital Native, Data-curious"
R424,22,Master's,Business,Business,Sales Associate,"SQL, SEO","SQL, SEO, HTML, Medical Writing, Figma",1.0,"Coursera SQL, Google Data Analytics",0,1,79,HTML,Minimalist,"Data-curious, Multi-tasker"
R425,24,Master's,Finance,Business,Business Analyst,"Illustrator, Tailwind, Finance Modelling","Tailwind, Illustrator, JavaScript, Excel, Finance Modelling",1.7,"Google UX Cert, Google Data Analytics",1,1,78,JavaScript,Infographic,"Digital Native, Side Hustler"
R426,26,Bachelor's,Computer Science,Business,Marketing Analyst,"SEO, Canva, Excel","Excel, Google Ads, SQL, Canva, SEO",2.9,"Coursera SQL, Google Data Analytics",0,1,56,SQL,Visual,"Remote-ready, Trend-savvy"
R427,25,Bachelor's,Finance,Design,Visual Designer,"Canva, Figma","Figma, Photoshop, Illustrator, Webflow, Canva",1.7,"Google UX Cert, Coursera SQL",0,1,84,Webflow,Minimalist,"Side Hustler, Data-curious"
R428,23,Bachelor's,Design,Business,Marketing Analyst,"SQL, SEO, Canva","Excel, Google Ads, SQL, Canva, SEO",1.3,"Google UX Cert, Meta Ads",1,1,82,Excel,Visual,"Fast Learner, Multi-tasker"
R429,23,Bachelor's,Design,Technology,Frontend Developer,"CSS, React, JavaScript","HTML, CSS, JavaScript, React, Tailwind, GitHub",1.3,"None, Google Data Analytics",0,1,68,Tailwind,ATS-friendly,"Trend-savvy, Digital Native"
R430,25,Master's,Life Sciences,Technology,Backend Developer,"Webflow, Google Ads, SEO, Illustrator, Canva","Google Ads, Canva, Webflow, Illustrator, SEO",1.8,"Coursera SQL, Google Data Analytics",0,0,70,None,Infographic,"Remote-ready, Trend-savvy"
R431,24,Bachelor's,Business,Technology,DevOps Engineer,"SQL, Excel, Literature Review, SQL","SQL, SQL, CSS, Excel, Literature Review",2.2,"None, Google Data Analytics",0,0,89,CSS,Visual,"Multi-tasker, Digital Native"
R432,26,Bachelor's,Computer Science,Healthcare,Pharma Sales Rep,"Figma, CSS, Excel","CSS, Canva, Figma, SEO, Excel",1.4,"Google UX Cert, None",0,0,80,SEO,Visual,"Trend-savvy, Digital Native"
R433,24,Master's,Business,Business,Marketing Analyst,"SEO, Canva, Excel, SQL","Excel, Google Ads, SQL, Canva, SEO",1.4,"Google UX Cert, Coursera SQL",1,1,84,Google Ads,Visual,"Side Hustler, Curious"
R434,22,Bachelor's,Design,Design,UX Designer,"Figma, React, Webflow","Finance Modelling, React, Webflow, Canva, Figma",0.6,"None, Meta Ads",0,0,73,Finance Modelling,Minimalist,"Digital Native, Curious"
R435,25,Master's,Computer Science,Healthcare,Pharma Sales Rep,"Research, SQL, Canva, PubMed, SQL","Canva, SQL, SQL, Research, PubMed",0.8,"Google UX Cert, None",0,1,67,None,Infographic,"Curious, Trend-savvy"
R436,22,Master's,Computer Science,Business,Business Analyst,"Finance Modelling, SEO, PubMed, HTML","HTML, Finance Modelling, SEO, GitHub, PubMed",3.0,"Google Data Analytics, None",0,0,67,GitHub,Visual,"Trend-savvy, Side Hustler"
R437,23,Master's,Computer Science,Business,Business Analyst,"Webflow, React, Research, Photoshop, Excel","Photoshop, React, Webflow, Excel, Research",2.9,"Meta Ads, None",1,0,73,None,Visual,"Multi-tasker, Remote-ready"
R438,21,Master's,Business,Design,UX Designer,"React, Webflow, Canva, Google Ads, Illustrator","Canva, Illustrator, React, Webflow, Google Ads",2.0,"None, Google UX Cert",0,0,77,None,ATS-friendly,"Digital Native, Remote-ready"
R439,26,Bachelor's,Business,Business,Sales Associate,"Figma, GitHub","Figma, GitHub, Canva, Literature Review, SQL",2.2,"None, Google UX Cert",1,0,64,SQL,Visual,"Multi-tasker, Side Hustler"
R440,26,Master's,Business,Healthcare,Pharma Sales Rep,"React, Tailwind, Literature Review","React, Tailwind, SEO, Literature Review, Python",1.3,"Google UX Cert, Meta Ads",1,0,70,SEO,Minimalist,"Trend-savvy, Data-curious"
R441,26,Master's,Finance,Healthcare,Medical Writer,"Clinical Trials, PubMed, Research, Literature Review, Medical Writing","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",2.6,"Meta Ads, Coursera SQL",0,1,88,None,Visual,"Remote-ready, Curious"
R442,22,Master's,Finance,Business,Sales Associate,"JavaScript, Tailwind, Canva, Illustrator","JavaScript, Webflow, Canva, Tailwind, Illustrator",2.1,"Google Data Analytics, Google UX Cert",1,1,75,Webflow,Visual,"Curious, Digital Native"
R443,25,Bachelor's,Life Sciences,Business,Business Analyst,"React, Literature Review, Medical Writing, SEO, Canva","React, Canva, SEO, Literature Review, Medical Writing",1.5,"Google UX Cert, Google Data Analytics",1,0,63,None,Minimalist,"Trend-savvy, Data-curious"
R444,23,Bachelor's,Finance,Finance,Risk Analyst,"GitHub, JavaScript","Figma, JavaScript, Tableau, Python, GitHub",2.0,"None, Meta Ads",0,0,86,Figma,Infographic,"Remote-ready, Multi-tasker"
R445,26,Master's,Life Sciences,Finance,Investment Associate,"Excel, React, Medical Writing, Research","Figma, Excel, Research, React, Medical Writing",1.7,"Meta Ads, Coursera SQL",0,0,72,Figma,ATS-friendly,"Digital Native, Remote-ready"
R446,23,Bachelor's,Finance,Finance,Risk Analyst,"Canva, SQL, Python, React","Research, Python, React, Canva, SQL",2.2,"Google UX Cert, None",0,1,60,Research,ATS-friendly,"Data-curious, Curious"
R447,21,Bachelor's,Life Sciences,Design,Product Designer,"Literature Review, HTML, Webflow, SQL","HTML, SQL, Literature Review, Webflow, Photoshop",2.2,"Google UX Cert, None",1,1,81,Photoshop,Minimalist,"Remote-ready, Multi-tasker"
R448,23,Bachelor's,Finance,Healthcare,Clinical Researcher,"Tableau, HTML, SEO, SQL, Webflow","SQL, SEO, HTML, Webflow, Tableau",2.2,"Google Data Analytics, Google UX Cert",0,0,62,None,ATS-friendly,"Side Hustler, Trend-savvy"
R449,21,Master's,Finance,Design,UX Designer,"SQL, PubMed, Canva","PubMed, SQL, CSS, Canva, Webflow",2.2,"Google UX Cert, Coursera SQL",0,0,58,Webflow,ATS-friendly,"Data-curious, Side Hustler"
R450,26,Bachelor's,Finance,Finance,Investment Associate,"Google Ads, GitHub, Literature Review","Tableau, GitHub, Google Ads, Photoshop, Literature Review",2.8,"Google UX Cert, None",0,1,79,Tableau,Infographic,"Trend-savvy, Multi-tasker"
R451,23,Master's,Design,Design,Visual Designer,"Canva, Illustrator, Figma","Figma, Photoshop, Illustrator, Webflow, Canva",2.7,"Google Data Analytics, Coursera SQL",1,0,58,Webflow,Minimalist,"Digital Native, Side Hustler"
R452,24,Bachelor's,Life Sciences,Healthcare,Medical Writer,"Literature Review, Research, PubMed, Clinical Trials","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",0.8,"Coursera SQL, Google UX Cert",1,0,78,Medical Writing,Visual,"Curious, Remote-ready"
R453,25,Bachelor's,Business,Healthcare,Pharma Sales Rep,"Google Ads, Figma, GitHub, HTML, Excel","GitHub, Figma, Google Ads, HTML, Excel",2.1,"Google Data Analytics, Coursera SQL",1,0,73,None,Minimalist,"Fast Learner, Multi-tasker"
R454,21,Master's,Life Sciences,Business,Marketing Analyst,"SEO, Canva, Google Ads","Excel, Google Ads, SQL, Canva, SEO",1.1,"Coursera SQL, Google Data Analytics",0,0,82,SQL,Visual,"Remote-ready, Curious"
R455,26,Master's,Computer Science,Business,Business Analyst,"PubMed, HTML","HTML, Python, PubMed, Finance Modelling, JavaScript",0.7,"Meta Ads, Coursera SQL",0,0,84,JavaScript,ATS-friendly,"Data-curious, Remote-ready"
R456,24,Bachelor's,Life Sciences,Business,Sales Associate,"CSS, Google Ads","CSS, Google Ads, Excel, Illustrator, PubMed",2.4,"Coursera SQL, None",1,0,69,PubMed,Visual,"Curious, Digital Native"
R457,24,Bachelor's,Finance,Finance,Investment Associate,"Excel, SEO, Excel, PubMed","SEO, Excel, Excel, PubMed, Literature Review",1.6,"Google Data Analytics, None",1,1,63,Literature Review,Minimalist,"Remote-ready, Digital Native"
R458,25,Bachelor's,Computer Science,Design,UX Designer,"Canva, JavaScript, React, Finance Modelling","Figma, JavaScript, Canva, Finance Modelling, React",1.4,"Google Data Analytics, Coursera SQL",1,1,59,Figma,Minimalist,"Data-curious, Curious"
R459,26,Bachelor's,Business,Design,Product Designer,"Illustrator, HTML, JavaScript","Illustrator, Medical Writing, Webflow, JavaScript, HTML",1.4,"None, Meta Ads",1,0,58,Webflow,Visual,"Remote-ready, Trend-savvy"
R460,23,Bachelor's,Design,Healthcare,Pharma Sales Rep,"SQL, JavaScript, CSS, Canva","JavaScript, HTML, SQL, CSS, Canva",2.7,"Coursera SQL, Google Data Analytics",0,1,82,HTML,Visual,"Side Hustler, Digital Native"
R461,22,Master's,Life Sciences,Technology,Data Analyst,"PubMed, HTML, Canva, JavaScript, Python","HTML, PubMed, Canva, Python, JavaScript",0.7,"None, Google Data Analytics",1,0,68,None,Minimalist,"Curious, Multi-tasker"
R462,25,Master's,Computer Science,Business,Sales Associate,"SQL, Python, Figma, Literature Review, Excel","Figma, SQL, Python, Excel, Literature Review",2.4,"Google Data Analytics, Google UX Cert",1,0,69,None,Visual,"Side Hustler, Curious"
R463,24,Bachelor's,Finance,Healthcare,Pharma Sales Rep,"SQL, GitHub, Canva, Tableau, Medical Writing","Medical Writing, Canva, Tableau, GitHub, SQL",0.9,"Google UX Cert, Google Data Analytics",0,1,74,None,Minimalist,"Remote-ready, Multi-tasker"
